0,474137931034
0,508620689655
0,48275862069
0,48275862069
0,5
0,508620689655
0,474137931034
0,465517241379
0,422413793103
0,439655172414
0,448275862069
0,474137931034
0,456896551724
0,474137931034
0,431034482759
0,439655172414
0,439655172414
0,448275862069
0,431034482759
0,439655172414
0,456896551724
0,465517241379
0,422413793103
0,448275862069
0,422413793103
0,48275862069
0,431034482759
0,431034482759
0,448275862069
0,422413793103
0,439655172414
0,456896551724
0,439655172414
0,448275862069
0,431034482759
0,439655172414
0,448275862069
0,439655172414
0,448275862069
0,431034482759
0,422413793103
0,422413793103
0,456896551724
0,439655172414
0,439655172414
0,439655172414
0,465517241379
0,422413793103
0,431034482759
0,431034482759
0,456896551724
0,439655172414
0,431034482759
0,456896551724
0,431034482759
0,448275862069
0,456896551724
0,456896551724
0,439655172414
0,448275862069
0,439655172414
0,448275862069
0,448275862069
0,448275862069
0,439655172414
0,431034482759
0,431034482759
0,448275862069
0,439655172414
0,431034482759
0,439655172414
0,448275862069
0,439655172414
0,439655172414
0,439655172414
0,431034482759
0,439655172414
0,439655172414
0,448275862069
0,439655172414
0,465517241379
0,413793103448
0,431034482759
0,439655172414
0,439655172414
0,439655172414
0,448275862069
0,439655172414
0,431034482759
0,431034482759
0,448275862069
0,448275862069
0,448275862069
0,439655172414
0,439655172414
0,448275862069
0,439655172414
0,422413793103
0,439655172414
